id_analisis,nombre,codigo,descripcion,precio,unidad_min,tiempo,pais_id,acreditacion
86,MULTIRESIDUAL GC,H-FQ002,MS SCREENING (ANALYSIS LIST ATTACHMENT) -- GC-MS/MS--FRESH PRODUCE-- Q --TAT 3-5,3060,,4-7 días,Holanda,True
87,MULTIRESIDUL LC,H-FQ003,/MS SCREENING (ANALYSIS LIST ATTACHMENT)-- LC-MS/MS--FRESH PRODUCE-- Q -- TAT 3-5,3300,,4-7 días,Holanda,True
88,DETERMINATION OF A SINGLE COMPONENT OF THE GC,H-FQ004,CREENING ANALYSIS LIST-- GC-MS/MS-- FRESH PRODUCE-- Q -- TAT 3-5,3060,,4-7 días,Holanda,True
89,DETERMINATION OF A SINGLE COMPONENT OF THE LC,H-FQ005,REENING ANALYSIS LIST-- LC-MS/MS-- FRESH PRODUCE-- Q -- TAT 3-5,3300,,4-7 días,Holanda,True
90,MULTIRESIDUAL PARA ALIMENTOS PARA BEBE: BABY FOOD GC/LC LOW LOD,H-FQ006,GC-MS/MS + LC-MS/MS-- FRESH PRODUCE AND BABY FOOD-- Q -- TAT 3-5,4500,,5-7 días,Holanda,True
91,"MULTIRESIDUAL PARA  FERTILIZANTES, PESTICIDAS, CERAS:GC",H-FQ007,"C SCREENING FOR PESTICIDES, FERTILIZER, WAX, SPRAYSCAN -- GC-MS/MS+LC-MS/MS-- TAT 12-16",5700,,6-7 días,Holanda,False
92,MULTIRESIDUAL: GC/LC SCREENING FOR RUSSIA PLUS N03,H-FQ008,GC-MS/MS+LC-MS/MS-- FRESH PRODUCE -- TAT 4-7,5820,,6-7 días,Holanda,False
93,SCREENING IN DIFFICULT MATRIX,H-FQ009,"C/LC SCREENING GC-MSMS AND LC-MS/MS--DETERGENT, PLASTIC, GELATIN, BAGS, SWAPS--TAT 14-17",5700,1 kg,7-10 días,Holanda,False
94,MULTIRESIDUAL PARA CARNE Y LECHE: GC/LC SCREENING IN MILK AND MEAT,H-FQ010,MILK AND MEAT -- GC-MS/MS+LC-MS/MS--TAT 3-5,4500,,6-8 días,Holanda,False
95,GC/LC SCREENING GC,H-FQ011,/MS AND LC-MS/MS  -- GC-MS/MS + LC-MS/MS--WATER-- Q--TAT 5-7,3900,,4-7 días,Holanda,False
96,GC/LC SCREENING GC,H-FQ012,"/MS AND LC-MS/MS  -- GC-MS/MS + LC-MS/MS-- SOIL , COMPOST -- TAT 5-7",3780,,4-7 días,Holanda,False
97,DETERMINATION OF A SINGLE COMPONENT OF THE GC SCREENING,H-FQ013,"SOIL, CROP, WATER -- GC-MS/MS-- TAT 5-7",3060,500 GR,7-10 días,Holanda,True
98,DETERMINATION OF A SINGLE COMPONENT OF THE LC SCREENING,H-FQ014,"SOIL, CROP, WATER -- LC-MS/MS--TAT 5-7",3300,,8-12 días,Holanda,False
99,GC/LC SCREENING GC,H-FQ015,"/MS AND LC-MS/MS -- ORNAMENTALS, LEAF,CROP -- Q--TAT 5-7",4140,,6-9 días,Holanda,False
100,GC/LC SCREENING GC,H-FQ016,/MS AND LC-MS/MS -- TEA --Q--TAT 5-7,3780,,6-9 días,Holanda,True
101,GC/LC SCREENING GC,H-FQ017,"/MS AND LC-MS/MS -- GRAIN, CEREALS -- Q-- TAT 5-7",3780,,6-9 días,Holanda,True
102,PACKAGE BSB + HERBICIDES + FENOXYACIDS,H-FQ018,"LC-MS/MS--CROP,SOIL WATER--TAT",5700,,4-7 días,Holanda,False
103,PHENOXYACETIC ACIDS (HERBICIDES),H-FQ019,"SOIL, CROP, WATER",3540,,7-9 días,Holanda,False
104,"GLYPHOSATE, GLUFOSINATE, AMPA",H-FQ020,"LC-MS/MS-- SOIL, CROP, WATER -- TAT 4-8",4380,,4-7 días,Holanda,True
105,DIQUAT + PARAQUAT,H-FQ021,"LC-MS/MS--SOIL, CROP, WATER -- TAT 5-7",3804,,4-7 días,Holanda,False
106,DAMINOZIDE,H-FQ022,"C-MS/MS --FRESH PRODUCE, SOIL, CROP, WATER-- TAT 4-8",3540,,4-7 días,Holanda,True
107,PYRIDINE HERBICIDE,H-FQ023,"LC-MS/MS--CROP, SOIL--TAT 4-8",3540,,4-7 días,Holanda,True
108,CHLOMEQUAT+ MEPIQUAT,H-FQ024,"C-MS/MS--SOIL, CROP, WATER-- Q -- TAT 4-7",3300,,4-7 días,Holanda,False
109,ETHEFON (GC,H-FQ025,"D) ---- GC-FID -- FRESH PRODUCT, SOIL, CROP, WATER -- Q-- TAT 4.7",3300,,4-7 días,Holanda,False
110,ETHEFON (LC,H-FQ026,"MS) -- LC-MS/MS -- FRSH PRODUCT, SOIL, CROP, WATER -- Q -- TAT 4-7",3300,,4-7 días,Holanda,False
111,DITHIOCARBAMATES (CS2),H-FQ027,"LC-MS/MS -- FRESH PRODUCT, SOIL, CROP, WATER --Q-- TAT 4-5",3180,,4-7 días,Holanda,True
112,ETHYLEENTHIOUREA (ETU) + PROPYLEENTHIOUREA (PTU),H-FQ028,LC-MS/MS -- CROP-- TAT 4-7,3540,,4-7 días,Holanda,False
113,"AMINES (MORFOLINE, DIETHANOLAMINE, TRIETHANOLAMINE)",H-FQ029,"LC-MS/MS -- WAXES,CROP, WATER -- TAT 4-7",3900,,4-7 días,Holanda,False
114,"PERCHLORATE, CHLORATE",H-FQ030,C-MS/MS-- CROP -- TAT 4-7,3420,,9-12 días,Holanda,False
115,QUATERNARY AMMONIUM COMPOUNDS (DDAC/BAC),H-FQ031,"UPLC-MS/MS-- FRESH PRODUCT, CROP, WATER -- Q-- TAT 4-7",3420,,4-7 días,Holanda,False
116,BROMIDE,H-FQ032,"ION CHROMATOGRAPHY WITH ELECTROCHEMICAL DETECTOR --SOIL, CROP, WATER--Q-- TAT 9-12",2988,,6-10 días,Holanda,True
117,SODIUM HYPOCHLORITE,H-FQ033,COLOUR REACTION--WATER,2700,,9-12 días,Holanda,False
118,SULPHUR,H-FQ034,C.MS.MS--CROP--TAT 5-7,3060,,0-60 días,Holanda,False
119,ANTRACHINON,H-FQ035,GC-MS.MS--COFFEE--TAT 5-7,3060,,5-7 días,Holanda,False
120,6 BENZYLADENINE,H-FQ036,C-MS.MS--CROP--TAT,3300,,0-60 días,Holanda,False
121,KASUGAMYCIN,H-FQ037,C-MS.MS--CROP--TAT,3540,,0-60 días,Holanda,False
122,STREPTOMYCIN,H-FQ038,C-MS.MS-- CROP-- TAT,3540,,5-9 días,Holanda,False
123,PHOSETHYL,H-FQ039,UMINUM + PHOSPHORIC ACID - LC-MS/MS -- CROP -- 7-9,3080,,5-9 días,Holanda,False
124,GUAZATINE,H-FQ040,LC-MS.MS --CROP -- TAT 5-7,3540,,6-12 días,Holanda,False
125,MALEIC HYDRAZIDE,H-FQ041,LC-MS.MS --CROP (POTATO) -- TAT 5-7,3540,,5-7 días,Holanda,False
126,DAMINOZIDE,H-FQ042,"FRESH PRODUCE, SOIL, CROP, WATER -- LC-MS/MS -- 0.01",3540,,0-60 días,Holanda,False
127,NERESTOXINS,H-FQ043,LC-MS.MS--CROP-- TAT,3540,,0-60 días,Holanda,False
128,NATAMYCIN (PIMARICIN) (POST,H-FQ044,RVEST USE IN BANANA) -- LC-MS.MS--CROP(BANANA),3540,,0-60 días,Holanda,False
129,WARFAIN,H-FQ045,LC-MS.MS--CROP--TAT,3540,,0-60 días,Holanda,False
130,NICOTINE,H-FQ046,C-MS.MS--CROP--TAT,3540,,8-13 días,Holanda,False
131,"2, 4",H-FQ047,#ÀNOMBRE?,3300,,8-13 días,Holanda,False
132,BENZYLADENINE,H-FQ048,"CYTOKININE --LC-MS.MS--0, 01 MG/KG-- PLANT PARTS -- TAT 8-10",3540,,8-10 días,Holanda,False
133,GIBRILIC ACID,H-FQ049,"LC-MS/MS -- 0, 01 MG/KG-- PLANT PARTS--TAT 8-10",3540,,23-25 días,Holanda,False
134,ETHENE/ETHEFON,H-FQ050,GC-FID,3300,,17-21 días,Holanda,False
135,FORMALDEHYDE,H-FQ051,"UV-HPLC --1 MG/KG--CROP, SOIL, WATER--TAT 25",4500,,17-21 días,Holanda,False
136,PHTALATEN (PLASTICIZERS),H-FQ052,"GC-MS -- 1, 0 MG/KG-- CROP, SOIL,WATER, OIL, PLASTIC--TAT 14-16",6060,,7-10 días,Holanda,False
137,MINERAL OILS,H-FQ053,GC-FID-- PRODUCT--TAT 17-21,11200,,5-8 días,Holanda,False
138,FLOUORIDE,H-FQ054,"EA, DRINKS--",3420,,13-16 días,Holanda,False
139,NITRATE + NITRITE,H-FQ055,"IC-- 0.05 MG/KG -- FOOD, SALT, WATER-- TAT 7-10",3420,,8-13 días,Holanda,False
140,NITRITE,H-FQ056,IC--0.05 ML/KG--WATER-TAT 7-10,2820,500g,8-13 días,Holanda,True
141,NITRATE,H-FQ057,LOW ANALYSER-- 70 MG/KG--GREEN VEGETABLES--TAT 7-10,2100,500g,8-13 días,Holanda,True
142,NITRATE,H-FQ058,PLC-IC-- 5 PPM-- FRUIT--7-10,2100,500g,8-13 días,Holanda,True
143,SULFITE IN AQUEOUS SOLUTION/ OIL /,H-FQ059,PLC-IC-- 1MG/L-- TAT 6-8,3420,500g,8-13 días,Holanda,True
144,SULFITE IN FRESH PRODUCE (DESTILLATION),H-FQ060,MONIET-WILLIAMS METHOD -- 5 PPM-- PLANT PARTS--TAT,3420,500g,8-13 días,Holanda,True
145,SULFITE,H-FQ061,PLC-IC-- ESSENCIAL OIL--TAT 8-10,-1,,8-13 días,Holanda,False
146,CHLOROFYL,H-FQ062,SPECTROPHOTOMETER-- PLANT PARTS-- TAT 13-16,5820,,13-16 días,Holanda,False
147,HISTAMINE (CH2),H-FQ063,C-MS.MS-- 0.01PPM--FISH--TAT 5-8,3540,,5-8 días,Holanda,False
148,ASTAXANTHINE,H-FQ064,UV-FID-- ALGAE-- TAT 8-10,3900,,8-10 días,Holanda,False
149,MYCOTOXINS SCREENING,H-FQ065,"-- LC-MS/MS -- 0, 5 MG/KG-- GRAIN AND FRUIT--Q--TAT 7-9",5700,,7-10 días,Holanda,True
150,1 PER SAMPLE,H-FQ066,"LC-MS/MS -- 0, 5 MG/KG -- GRAIN AND FRUIT-- Q--TAT 7-9",3540,,8-13 días,Holanda,False
151,2 PER SAMPLE,H-FQ067,"LC-MS/MS -- 0, 5 MG/KG -- GRAIN AND FRUIT-- Q-- TAT 7-9",4020,,10-13 días,Holanda,False
152,"CITRIC ACID, ACETIC ACID, LACTIC ACID AND PROPIONIC ACID",H-FQ069,"HPLC -- 1MG/L-- FRUIT JUICE, SAUCES -AGF --TAT 7-9",3920,,8-13 días,Holanda,False
153,"CITRIC ACID, LACTIC ACID, SALICYLIC ACID, BENZOIC ACID,",H-FQ070,"HPLC -- 1MG/L-- FRUIT JUICE, SAUCES, AGF-- TAT 7-9",4500,,0-60 días,Holanda,False
154,"ACETIC ACID, PROPIONIC ACID, BUTYRIC ACID, ISO",H-FQ071,TYRIC ACID,4500,,8-13 días,Holanda,False
155,ALPHA,H-FQ072,"TOGLUTARIC ACID, DICHLOROBENZOIC ACID",4500,,8-13 días,Holanda,False
156,"GLUCOSE, FRUCTOSE, LACTOSE, SUCROSE (SACCHAROSE), MALTOSE",H-FQ073,"IC -- 0.05 GR/100GRAM--FOOD, CROP, WATER -- TAT 6",4500,1000g,10-13 días,Holanda,False
157,VIT A,H-FQ074,"HPLC-UV -- 0.1-0.5 PPM-- FRUITS, FOOD -- TAT 7-10",5700,,13-16 días,Holanda,False
158,"VIT B (B1, B2, B3, B5, B6, B8, B9, B12)",H-FQ075,"LC-MS/MS -- 0. 1-0.5 PPM -- -- FRUITS, FOOD --TAT 8-10",14940,,6-10 días,Holanda,False
159,VIT B1 + B2,H-FQ076,"LC-MS/MS -- 0.1-0.18 PPM -- FRUITS, FOOD-- TAT 8-10",4860,,13-16 días,Holanda,False
160,VIT B3 + B6,H-FQ077,"LC-MS.MS-- 0.1-1 PPM-- FRUITS, FOOD-- TAT 8-10",5580,,13-16 días,Holanda,False
161,VIT B5,H-FQ078,"C-MS.MS-- 0.8 PPM-- FRUITS, FOOD-- TAT 8-10",3756,,13-16 días,Holanda,False
162,VIT B8 OR BIOTIN OT VIT H,H-FQ079,".1 PPM-- FRUITS, FOOD-- TAT 8-10",4020,,13-16 días,Holanda,False
163,VIT B9,H-FQ080,"HPLC-MS-- 0.05 PPM-- FRUITS, FOOD-- TAT 8-10",4260,,13-16 días,Holanda,False
164,VIT B12,H-FQ081,"HPLC-MS--0.25UG/100G--FRUITS, FOOD--TAT 12",3780,,13-16 días,Holanda,False
165,VIT C,H-FQ082,"HPLC-UV -- 0.1-0.5-- FRUITS, FOOD--TAT 8-10",4020,,8-13 días,Holanda,False
166,VIT D2,H-FQ083,"LC-MS/MS -- 0.1-0. 5 PPM-- FEED, FOOD,SUPPLEMENTS--TAT 8-10",4620,,13-16 días,Holanda,False
167,VIT D3,H-FQ084,"C-MS/MS--100UGR/100G -- FEED, FOOD,SUPPLEMENTS--TAT 8-10",5820,,6-10 días,Holanda,False
168,VIT E,H-FQ085,"HPLC -- 0.08 MG/100G -- FRUITS, FOOD-TAT 8-10",5100,,6-10 días,Holanda,False
169,VIT K,H-FQ086,"HPLC -- 0.1-0.5 PPM -- FRUITS, FOOD-TAT  8-10",5100,,10-13 días,Holanda,False
170,NUTRITIONAL VALUE,H-FQ087,"IMITED (BIG 4): MOISTURE, FAT, ASH AND PROTEIN -- FOOD, JUICE, CACAO-- TAT 10-12",7768,,10-13 días,Holanda,False
171,NUTRITIONAL VALUE,H-FQ088,"XTENDED (BIG 8): MOISTURE, ASH, FAT, FATTY ACIDS, SUGARS, PROTEIN, SODIUM, FIBERS, ENERGETIC VALUE -- FOOD, JUICE, CACAO--TAT 10-12",11200,,6-10 días,Holanda,False
172,ASH,H-FQ089,"ISO 936 -- PLANT PARTS, FOOD--TAT 5-7",1680,,6-10 días,Holanda,False
173,DRY MATTER,H-FQ090,"PLANT PARTS, FOOD--TAT 5-7",1980,500g,8-13 días,Holanda,True
174,FIBERS (INCL DIETARY FIBERS),H-FQ091,"AOAC 991.43 -- PLANT PARTS, FOOD-- TAT10-12",3900,1000g,6-10 días,Holanda,False
175,PROTEIN,H-FQ092,"PLANT PARTS, FOOD -- DUMAS -- TAT 10-12",2240,,11-14 días,Holanda,False
176,FAT (TOTAL FAT),H-FQ093,"ISO 1443--PLANT PARTS, FOOD -- TAT 10-12",2340,500g,6-10 días,Holanda,False
177,"FATTY ACIDS (PALMITIC ACID, STEARIC ACID, OLEIC ACID, LINOLEIC ACID)",H-FQ094,"GC-FID -- 0, 1G/100G-- PLANT PARTS, FOOD-- TAT 10-12",4400,,10-12 días,Holanda,False
178,SODIUM,H-FQ095,"ICP-OES -- 0, 1 GR/100GR--PLANT PARTS, FOOD--TAT 10-12",2340,,10-12 días,Holanda,False
179,"POTASSIUM, CALCIUM, IRON",H-FQ096,CP-OES--FOOD--TAT10-12,3300,,10-12 días,Holanda,False
180,ETHANOL,H-FQ097,GC-EVD --GRAIN AND FRUIT-- TAT 10-12,3900,,6-10 días,Holanda,False
181,LYCOPENE,H-FQ098,"HPLC-UV--CROP, SOIL, WATER-- TAT 12",4740,,12-12 días,Holanda,False
182,PH,H-FQ099,FOOD-- TAT 5-7,1740,1000g,6-10 días,Holanda,False
183,TITRABLE ACID,H-FQ100,TAT 5-7,2220,,5-7 días,Holanda,False
184,CHOLESTEROL,H-FQ101,"LC-MS/MS -- 0, 5 MG/KG-- -- FOOD --- TAT 7-10",4500,,5-7 días,Holanda,False
185,BRIX,H-FQ102,REFRACOTMETER-- FOOD-- TAT 5-7,1860,,6-8 días,Holanda,False
186,"CONSISTENCY (BOSTWICK, 20¤C) (VISCOSITY)",H-FQ103,FOOD-- TAT 5-7,2100,,5-7 días,Holanda,False
187,AW VALUE WATER ACTIVITY,H-FQ104,PREPARED FOOD--TAT 7,2220,,7-7 días,Holanda,False
188,QUERCITINE,H-FQ105,C-MS.MS-- 0.1 MG/100G --FOOD- 10-12,4500,500,10-12 días,Holanda,False
189,ACRYLAMIDE,H-FQ106,LC-MS.MS-- FOOD-- TAT 7,3540,500 ML,5 a 8 días,Holanda,False
190,GLUTEN,H-FQ107,ELISA-- 5 PPM--5-8,3900,500 G,5 a 8 días,Holanda,False
191,ANTIBIOTICS,H-FQ108,"LC-MS.MS -- LOD 10UG/KG--MEAT, FISH--MEAT, FISH-- TAT 12-15",5700,500 G/ ML,5 a 8 días,Holanda,False
192,TETRACYCLINEN,H-FQ109,"C-MS.MS--0-01 PPM-- MEAT, FISH, HONEY--TAT 12-15",3540,500 G/ ML,5 a 8 días,Holanda,False
193,AMINOACIDS INCL TRYPTOPHAN,H-FQ110,C+ UV DETECTOR--FOOD-- TAT 10-12,7500,500 G,5 a 8 días,Holanda,False
194,AMINOACIDS WITHOUT TRYPTOPHAN,H-FQ111,C+ UV DETECTOR--FOOD-- TAT 10-12,5940,,10-12 días,Holanda,False
195,1 AMINOACID,H-FQ112,C+ UV DETECTOR--FOOD-- TAT 10-12,3900,,10-12 días,Holanda,False
196,ANTHOCYAN,H-FQ113,-- HPLC--FOOD -- TAT 5-7,7500,,5-7 días,Holanda,False
197,ACIDEZ,H-FQ114,FOOD,1600,,0-60 días,Holanda,False
198,METALDEHYDE,H-FQ115,HS-GC-MS-- FOOD--TAT 5-7,3540,,5-7 días,Holanda,False
